5 Minutes,Lane 1 Flow (Veh/5 Minutes),# Lane Points,% Observed
9/1/2016 12:30,612,1,100
9/1/2016 12:45,564,1,100
9/1/2016 13:0,532,1,100
9/1/2016 13:15,648,1,100
9/1/2016 13:30,464,1,100
9/1/2016 13:45,556,1,100
9/1/2016 14:0,548,1,100
9/1/2016 14:15,504,1,100
9/1/2016 14:30,580,1,100
9/1/2016 14:45,516,1,100
9/1/2016 15:0,324,1,100
9/1/2016 15:15,384,1,100
9/1/2016 15:30,316,1,100
9/1/2016 15:45,356,1,100
9/1/2016 16:0,400,1,100
9/1/2016 16:15,360,1,100
9/1/2016 16:30,348,1,100
9/1/2016 16:45,476,1,100
9/1/2016 17:0,436,1,100
9/1/2016 17:15,428,1,100
9/1/2016 17:30,464,1,100
9/1/2016 17:45,468,1,100
9/1/2016 18:0,612,1,100
9/1/2016 18:15,596,1,100
9/1/2016 18:30,448,1,100
9/1/2016 18:45,496,1,100
9/1/2016 19:0,544,1,100
9/1/2016 19:15,496,1,100
9/1/2016 19:30,692,1,100
9/1/2016 19:45,628,1,100
9/1/2016 20:0,556,1,100
9/1/2016 20:15,616,1,100
9/1/2016 20:30,456,1,100
9/1/2016 20:45,572,1,100
9/1/2016 21:0,540,1,100
9/1/2016 21:15,504,1,100
9/1/2016 21:30,476,1,100
9/1/2016 21:45,500,1,100
9/1/2016 22:0,488,1,100
9/1/2016 22:15,592,1,100
9/1/2016 22:30,496,1,100
9/1/2016 22:45,372,1,100
9/1/2016 23:0,356,1,100
9/1/2016 23:15,180,1,100
9/1/2016 23:30,240,1,100
9/1/2016 23:45,224,1,100
10/1/2016 0:0,236,1,100
10/1/2016 0:15,160,1,100
10/1/2016 0:30,192,1,100
10/1/2016 0:45,280,1,100
10/1/2016 1:0,260,1,100
10/1/2016 1:15,216,1,100
10/1/2016 1:30,100,1,100
10/1/2016 1:45,100,1,100
10/1/2016 2:0,124,1,100
10/1/2016 2:15,96,1,100
10/1/2016 2:30,68,1,100
10/1/2016 2:45,52,1,100
10/1/2016 3:0,88,1,100
10/1/2016 3:15,88,1,100
10/1/2016 3:30,36,1,100
10/1/2016 3:45,24,1,100
10/1/2016 4:0,52,1,100
10/1/2016 4:15,32,1,100
10/1/2016 4:30,52,1,100
10/1/2016 4:45,52,1,100
10/1/2016 5:0,56,1,100
10/1/2016 5:15,28,1,100
10/1/2016 5:30,60,1,100
10/1/2016 5:45,28,1,100
10/1/2016 6:0,48,1,100
10/1/2016 6:15,80,1,100
10/1/2016 6:30,60,1,100
10/1/2016 6:45,32,1,100
10/1/2016 7:0,56,1,100
10/1/2016 7:15,32,1,100
10/1/2016 7:30,108,1,100
10/1/2016 7:45,148,1,100
10/1/2016 8:0,120,1,100
10/1/2016 8:15,140,1,100
10/1/2016 8:30,96,1,100
10/1/2016 8:45,88,1,100
10/1/2016 9:0,132,1,100
10/1/2016 9:15,92,1,100
10/1/2016 9:30,128,1,100
10/1/2016 9:45,144,1,100
10/1/2016 10:0,148,1,100
10/1/2016 10:15,196,1,100
10/1/2016 10:30,184,1,100
10/1/2016 10:45,248,1,100
10/1/2016 11:0,268,1,100
10/1/2016 11:15,200,1,100
10/1/2016 11:30,248,1,100
10/1/2016 11:45,328,1,100
10/1/2016 12:0,348,1,100
10/1/2016 12:15,324,1,100
10/1/2016 12:30,356,1,100
10/1/2016 12:45,356,1,100
10/1/2016 13:0,360,1,100
10/1/2016 13:15,428,1,100
10/1/2016 13:30,368,1,100
10/1/2016 13:45,364,1,100
10/1/2016 14:0,336,1,100
10/1/2016 14:15,404,1,100
10/1/2016 14:30,380,1,100
10/1/2016 14:45,296,1,100
10/1/2016 15:0,236,1,100
10/1/2016 15:15,188,1,100
10/1/2016 15:30,224,1,100
10/1/2016 15:45,208,1,100
10/1/2016 16:0,264,1,100
10/1/2016 16:15,340,1,100
10/1/2016 16:30,392,1,100
10/1/2016 16:45,248,1,100
10/1/2016 17:0,248,1,100
10/1/2016 17:15,284,1,100
10/1/2016 17:30,312,1,100
10/1/2016 17:45,308,1,100
10/1/2016 18:0,320,1,100
10/1/2016 18:15,400,1,100
10/1/2016 18:30,376,1,100
10/1/2016 18:45,392,1,100
10/1/2016 19:0,328,1,100
10/1/2016 19:15,408,1,100
10/1/2016 19:30,352,1,100
10/1/2016 19:45,416,1,100
10/1/2016 20:0,440,1,100
10/1/2016 20:15,376,1,100
10/1/2016 20:30,376,1,100
10/1/2016 20:45,356,1,100
10/1/2016 21:0,348,1,100
10/1/2016 21:15,272,1,100
10/1/2016 21:30,240,1,100
10/1/2016 21:45,264,1,100
10/1/2016 22:0,296,1,100
10/1/2016 22:15,252,1,100
10/1/2016 22:30,268,1,100
10/1/2016 22:45,280,1,100
10/1/2016 23:0,184,1,100
10/1/2016 23:15,172,1,100
10/1/2016 23:30,168,1,100
10/1/2016 23:45,92,1,100
11/1/2016 0:0,100,1,100
11/1/2016 0:15,52,1,100
11/1/2016 0:30,72,1,100
11/1/2016 0:45,88,1,100
11/1/2016 1:0,72,1,100
11/1/2016 1:15,48,1,100
11/1/2016 1:30,24,1,100
11/1/2016 1:45,12,1,100
11/1/2016 2:0,12,1,100
11/1/2016 2:15,16,1,100
11/1/2016 2:30,20,1,100
11/1/2016 2:45,20,1,100
11/1/2016 3:0,16,1,100
11/1/2016 3:15,16,1,100
11/1/2016 3:30,20,1,100
11/1/2016 3:45,12,1,100
11/1/2016 4:0,28,1,100
11/1/2016 4:15,24,1,100
11/1/2016 4:30,8,1,100
11/1/2016 4:45,20,1,100
11/1/2016 5:0,36,1,100
11/1/2016 5:15,44,1,100
11/1/2016 5:30,84,1,100
11/1/2016 5:45,96,1,100
11/1/2016 6:0,128,1,100
11/1/2016 6:15,116,1,100
11/1/2016 6:30,68,1,100
11/1/2016 6:45,144,1,100
11/1/2016 7:0,240,1,100
11/1/2016 7:15,304,1,100
11/1/2016 7:30,420,1,100
11/1/2016 7:45,408,1,100
11/1/2016 8:0,244,1,100
11/1/2016 8:15,536,1,100
11/1/2016 8:30,464,1,100
11/1/2016 8:45,324,1,100
11/1/2016 9:0,352,1,100
11/1/2016 9:15,284,1,100
11/1/2016 9:30,444,1,100
11/1/2016 9:45,572,1,100
11/1/2016 10:0,340,1,100
11/1/2016 10:15,392,1,100
11/1/2016 10:30,572,1,100
11/1/2016 10:45,292,1,100
11/1/2016 11:0,348,1,100
11/1/2016 11:15,484,1,100
11/1/2016 11:30,448,1,100
11/1/2016 11:45,400,1,100
11/1/2016 12:0,448,1,100
11/1/2016 12:15,492,1,100
11/1/2016 12:30,404,1,100
11/1/2016 12:45,476,1,100
11/1/2016 13:0,520,1,100
11/1/2016 13:15,496,1,100
11/1/2016 13:30,588,1,100
11/1/2016 13:45,520,1,100
11/1/2016 14:0,460,1,100
11/1/2016 14:15,396,1,100
11/1/2016 14:30,448,1,100
11/1/2016 14:45,444,1,100
11/1/2016 15:0,424,1,100
11/1/2016 15:15,512,1,100
11/1/2016 15:30,332,1,100
11/1/2016 15:45,496,1,100
11/1/2016 16:0,532,1,100
11/1/2016 16:15,312,1,100
11/1/2016 16:30,492,1,100
11/1/2016 16:45,544,1,100
11/1/2016 17:0,596,1,100
11/1/2016 17:15,476,1,100
11/1/2016 17:30,496,1,100
11/1/2016 17:45,392,1,100
11/1/2016 18:0,428,1,100
11/1/2016 18:15,332,1,100
11/1/2016 18:30,536,1,100
11/1/2016 18:45,532,1,100
11/1/2016 19:0,452,1,100
11/1/2016 19:15,472,1,100
11/1/2016 19:30,440,1,100
11/1/2016 19:45,404,1,100
11/1/2016 20:0,584,1,100
11/1/2016 20:15,476,1,100
11/1/2016 20:30,524,1,100
11/1/2016 20:45,436,1,100
11/1/2016 21:0,488,1,100
11/1/2016 21:15,452,1,100
11/1/2016 21:30,416,1,100
11/1/2016 21:45,408,1,100
11/1/2016 22:0,316,1,100
11/1/2016 22:15,428,1,100
11/1/2016 22:30,296,1,100
11/1/2016 22:45,216,1,100
11/1/2016 23:0,236,1,100
11/1/2016 23:15,132,1,100
11/1/2016 23:30,84,1,100
11/1/2016 23:45,56,1,100
12/1/2016 0:0,80,1,100
12/1/2016 0:15,80,1,100
12/1/2016 0:30,52,1,100
12/1/2016 0:45,52,1,100
12/1/2016 1:0,100,1,100
12/1/2016 1:15,44,1,100
12/1/2016 1:30,20,1,100
12/1/2016 1:45,52,1,100
12/1/2016 2:0,36,1,100
12/1/2016 2:15,36,1,100
12/1/2016 2:30,12,1,100
12/1/2016 2:45,40,1,100
12/1/2016 3:0,90,1,100
12/1/2016 3:15,20,1,100
12/1/2016 3:30,20,1,100
12/1/2016 3:45,12,1,100
12/1/2016 4:0,12,1,100
12/1/2016 4:15,12,1,100
12/1/2016 4:30,20,1,100
12/1/2016 4:45,36,1,100
12/1/2016 5:0,32,1,100
12/1/2016 5:15,36,1,100
12/1/2016 5:30,64,1,100
12/1/2016 5:45,132,1,100
12/1/2016 6:0,112,1,100
12/1/2016 6:15,144,1,100
12/1/2016 6:30,148,1,100
12/1/2016 6:45,164,1,100
12/1/2016 7:0,212,1,100
12/1/2016 7:15,196,1,100
12/1/2016 7:30,432,1,100
12/1/2016 7:45,432,1,100
12/1/2016 8:0,316,1,100
12/1/2016 8:15,236,1,100
12/1/2016 8:30,352,1,100
12/1/2016 8:45,292,1,100
12/1/2016 9:0,404,1,100
12/1/2016 9:15,312,1,100
12/1/2016 9:30,220,1,100
12/1/2016 9:45,424,1,100
12/1/2016 10:0,444,1,100
12/1/2016 10:15,464,1,100
12/1/2016 10:30,428,1,100
12/1/2016 10:45,568,1,100
12/1/2016 11:0,548,1,100
12/1/2016 11:15,476,1,100
12/1/2016 11:30,468,1,100
12/1/2016 11:45,456,1,100
12/1/2016 12:0,440,1,100
12/1/2016 12:15,500,1,100
12/1/2016 12:30,436,1,100
12/1/2016 12:45,412,1,100
12/1/2016 13:0,376,1,100
12/1/2016 13:15,284,1,100
12/1/2016 13:30,368,1,100
12/1/2016 13:45,476,1,100
12/1/2016 14:0,428,1,100
12/1/2016 14:15,392,1,100
12/1/2016 14:30,476,1,100
12/1/2016 14:45,288,1,100
12/1/2016 15:0,312,1,100
12/1/2016 15:15,232,1,100
12/1/2016 15:30,368,1,100
12/1/2016 15:45,256,1,100
12/1/2016 16:0,420,1,100
12/1/2016 16:15,460,1,100
12/1/2016 16:30,420,1,100
12/1/2016 16:45,412,1,100
12/1/2016 17:0,456,1,100
12/1/2016 17:15,436,1,100
12/1/2016 17:30,480,1,100
12/1/2016 17:45,400,1,100
12/1/2016 18:0,468,1,100
12/1/2016 18:15,348,1,100
12/1/2016 18:30,344,1,100
12/1/2016 18:45,260,1,100
12/1/2016 19:0,344,1,100
12/1/2016 19:15,508,1,100
12/1/2016 19:30,500,1,100
12/1/2016 19:45,500,1,100
12/1/2016 20:0,476,1,100
12/1/2016 20:15,452,1,100
12/1/2016 20:30,432,1,100
12/1/2016 20:45,484,1,100
12/1/2016 21:0,328,1,100
12/1/2016 21:15,524,1,100
12/1/2016 21:30,424,1,100
12/1/2016 21:45,416,1,100
12/1/2016 22:0,468,1,100
12/1/2016 22:15,400,1,100
12/1/2016 22:30,332,1,100
12/1/2016 22:45,212,1,100
12/1/2016 23:0,244,1,100
12/1/2016 23:15,116,1,100
12/1/2016 23:30,92,1,100
12/1/2016 23:45,80,1,100
13/1/2016 0:0,116,1,100
13/1/2016 0:15,40,1,100
13/1/2016 0:30,24,1,100
13/1/2016 0:45,100,1,100
13/1/2016 1:0,52,1,100
13/1/2016 1:15,64,1,100
13/1/2016 1:30,12,1,100
13/1/2016 1:45,36,1,100
13/1/2016 2:0,40,1,100
13/1/2016 2:15,8,1,100
13/1/2016 2:30,32,1,100
13/1/2016 2:45,28,1,100
13/1/2016 3:0,8,1,100
13/1/2016 3:15,8,1,100
13/1/2016 3:30,20,1,100
13/1/2016 3:45,90,1,100
13/1/2016 4:0,16,1,100
13/1/2016 4:15,16,1,100
13/1/2016 4:30,4,1,100
13/1/2016 4:45,20,1,100
13/1/2016 5:0,52,1,100
13/1/2016 5:15,32,1,100
13/1/2016 5:30,72,1,100
13/1/2016 5:45,84,1,100
13/1/2016 6:0,88,1,100
13/1/2016 6:15,144,1,100
13/1/2016 6:30,132,1,100
13/1/2016 6:45,220,1,100
13/1/2016 7:0,204,1,100
13/1/2016 7:15,204,1,100
13/1/2016 7:30,392,1,100
13/1/2016 7:45,408,1,100
13/1/2016 8:0,228,1,100
13/1/2016 8:15,380,1,100
13/1/2016 8:30,448,1,100
13/1/2016 8:45,544,1,100
13/1/2016 9:0,444,1,100
13/1/2016 9:15,476,1,100
13/1/2016 9:30,332,1,100
13/1/2016 9:45,452,1,100
13/1/2016 10:0,528,1,100
13/1/2016 10:15,368,1,100
13/1/2016 10:30,480,1,100
13/1/2016 10:45,440,1,100
13/1/2016 11:0,528,1,100
13/1/2016 11:15,428,1,100
13/1/2016 11:30,436,1,100
13/1/2016 11:45,432,1,100
13/1/2016 12:0,444,1,100
13/1/2016 12:15,368,1,100
13/1/2016 12:30,416,1,100
13/1/2016 12:45,332,1,100
13/1/2016 13:0,420,1,100
13/1/2016 13:15,528,1,100
13/1/2016 13:30,516,1,100
13/1/2016 13:45,548,1,100
13/1/2016 14:0,468,1,100
13/1/2016 14:15,368,1,100
13/1/2016 14:30,308,1,100
13/1/2016 14:45,400,1,100
13/1/2016 15:0,412,1,100
13/1/2016 15:15,344,1,100
13/1/2016 15:30,300,1,100
13/1/2016 15:45,476,1,100
13/1/2016 16:0,328,1,100
13/1/2016 16:15,472,1,100
13/1/2016 16:30,556,1,100
13/1/2016 16:45,540,1,100
13/1/2016 17:0,440,1,100
13/1/2016 17:15,472,1,100
13/1/2016 17:30,520,1,100
13/1/2016 17:45,504,1,100
13/1/2016 18:0,384,1,100
13/1/2016 18:15,400,1,100
13/1/2016 18:30,376,1,100
13/1/2016 18:45,464,1,100
13/1/2016 19:0,460,1,100
13/1/2016 19:15,488,1,100
13/1/2016 19:30,428,1,100
13/1/2016 19:45,396,1,100
13/1/2016 20:0,508,1,100
13/1/2016 20:15,516,1,100
13/1/2016 20:30,332,1,100
13/1/2016 20:45,480,1,100
13/1/2016 21:0,480,1,100
13/1/2016 21:15,412,1,100
13/1/2016 21:30,408,1,100
13/1/2016 21:45,440,1,100
13/1/2016 22:0,428,1,100
13/1/2016 22:15,488,1,100
13/1/2016 22:30,372,1,100
13/1/2016 22:45,272,1,100
13/1/2016 23:0,212,1,100
13/1/2016 23:15,132,1,100
13/1/2016 23:30,180,1,100
13/1/2016 23:45,128,1,100
14/1/2016 0:0,152,1,100
14/1/2016 0:15,80,1,100
14/1/2016 0:30,88,1,100
14/1/2016 0:45,96,1,100
14/1/2016 1:0,104,1,100
14/1/2016 1:15,76,1,100
14/1/2016 1:30,32,1,100
14/1/2016 1:45,32,1,100
14/1/2016 2:0,40,1,100
14/1/2016 2:15,24,1,100
14/1/2016 2:30,24,1,100
14/1/2016 2:45,52,1,100
14/1/2016 3:0,36,1,100
14/1/2016 3:15,131,1,100
14/1/2016 3:30,24,1,100
14/1/2016 3:45,90,1,100
14/1/2016 4:0,24,1,100
14/1/2016 4:15,32,1,100
14/1/2016 4:30,91,1,100
14/1/2016 4:45,24,1,100
14/1/2016 5:0,40,1,100
14/1/2016 5:15,76,1,100
14/1/2016 5:30,60,1,100
14/1/2016 5:45,80,1,100
14/1/2016 6:0,140,1,100
14/1/2016 6:15,136,1,100
14/1/2016 6:30,136,1,100
14/1/2016 6:45,152,1,100
14/1/2016 7:0,220,1,100
14/1/2016 7:15,260,1,100
14/1/2016 7:30,496,1,100
14/1/2016 7:45,384,1,100
14/1/2016 8:0,280,1,100
14/1/2016 8:15,192,1,100
14/1/2016 8:30,384,1,100
14/1/2016 8:45,420,1,100
14/1/2016 9:0,316,1,100
14/1/2016 9:15,268,1,100
14/1/2016 9:30,364,1,100
14/1/2016 9:45,428,1,100
14/1/2016 10:0,308,1,100
14/1/2016 10:15,364,1,100
14/1/2016 10:30,528,1,100
14/1/2016 10:45,384,1,100
14/1/2016 11:0,320,1,100
14/1/2016 11:15,556,1,100
14/1/2016 11:30,452,1,100
14/1/2016 11:45,316,1,100
14/1/2016 12:0,396,1,100
14/1/2016 12:15,384,1,100
14/1/2016 12:30,484,1,100
14/1/2016 12:45,352,1,100
14/1/2016 13:0,376,1,100
14/1/2016 13:15,360,1,100
14/1/2016 13:30,344,1,100
14/1/2016 13:45,320,1,100
14/1/2016 14:0,520,1,100
14/1/2016 14:15,488,1,100
14/1/2016 14:30,380,1,100
14/1/2016 14:45,384,1,100
14/1/2016 15:0,356,1,100
14/1/2016 15:15,496,1,100
14/1/2016 15:30,428,1,100
14/1/2016 15:45,564,1,100
14/1/2016 16:0,488,1,100
14/1/2016 16:15,444,1,100
14/1/2016 16:30,528,1,100
14/1/2016 16:45,408,1,100
14/1/2016 17:0,412,1,100
14/1/2016 17:15,480,1,100
14/1/2016 17:30,488,1,100
14/1/2016 17:45,400,1,100
14/1/2016 18:0,496,1,100
14/1/2016 18:15,440,1,100
14/1/2016 18:30,372,1,100
14/1/2016 18:45,424,1,100
14/1/2016 19:0,488,1,100
14/1/2016 19:15,468,1,100
14/1/2016 19:30,428,1,100
14/1/2016 19:45,436,1,100
14/1/2016 20:0,396,1,100
14/1/2016 20:15,440,1,100
14/1/2016 20:30,440,1,100
14/1/2016 20:45,484,1,100
14/1/2016 21:0,500,1,100
14/1/2016 21:15,452,1,100
14/1/2016 21:30,456,1,100
14/1/2016 21:45,300,1,100
14/1/2016 22:0,460,1,100
14/1/2016 22:15,472,1,100
14/1/2016 22:30,288,1,100
14/1/2016 22:45,224,1,100
14/1/2016 23:0,212,1,100
14/1/2016 23:15,128,1,100
14/1/2016 23:30,132,1,100
14/1/2016 23:45,104,1,100
15/1/2016 0:0,104,1,100
15/1/2016 0:15,68,1,100
15/1/2016 0:30,44,1,100
15/1/2016 0:45,64,1,100
15/1/2016 1:0,56,1,100
15/1/2016 1:15,32,1,100
15/1/2016 1:30,32,1,100
15/1/2016 1:45,24,1,100
15/1/2016 2:0,20,1,100
15/1/2016 2:15,40,1,100
15/1/2016 2:30,4,1,100
15/1/2016 2:45,24,1,100
15/1/2016 3:0,44,1,100
15/1/2016 3:15,16,1,100
15/1/2016 3:30,12,1,100
15/1/2016 3:45,12,1,100
15/1/2016 4:0,40,1,100
15/1/2016 4:15,16,1,100
15/1/2016 4:30,4,1,100
15/1/2016 4:45,20,1,100
15/1/2016 5:0,32,1,100
15/1/2016 5:15,44,1,100
15/1/2016 5:30,80,1,100
15/1/2016 5:45,116,1,100
15/1/2016 6:0,92,1,100
15/1/2016 6:15,140,1,100
15/1/2016 6:30,116,1,100
15/1/2016 6:45,192,1,100
15/1/2016 7:0,292,1,100
15/1/2016 7:15,372,1,100
15/1/2016 7:30,376,1,100
15/1/2016 7:45,328,1,100
15/1/2016 8:0,328,1,100
15/1/2016 8:15,344,1,100
15/1/2016 8:30,420,1,100
15/1/2016 8:45,528,1,100
15/1/2016 9:0,468,1,100
15/1/2016 9:15,512,1,100
15/1/2016 9:30,356,1,100
15/1/2016 9:45,496,1,100
15/1/2016 10:0,548,1,100
15/1/2016 10:15,424,1,100
15/1/2016 10:30,484,1,100
15/1/2016 10:45,512,1,100
15/1/2016 11:0,328,1,100
15/1/2016 11:15,432,1,100
15/1/2016 11:30,472,1,100
15/1/2016 11:45,456,1,100
15/1/2016 12:0,476,1,100
15/1/2016 12:15,320,1,100
15/1/2016 12:30,412,1,100
15/1/2016 12:45,420,1,100
15/1/2016 13:0,384,1,100
15/1/2016 13:15,636,1,100
15/1/2016 13:30,444,1,100
15/1/2016 13:45,600,1,100
15/1/2016 14:0,352,1,100
15/1/2016 14:15,632,1,100
15/1/2016 14:30,400,1,100
15/1/2016 14:45,404,1,100
15/1/2016 15:0,444,1,100
15/1/2016 15:15,304,1,100
15/1/2016 15:30,352,1,100
15/1/2016 15:45,404,1,100
15/1/2016 16:0,608,1,100
15/1/2016 16:15,560,1,100
15/1/2016 16:30,436,1,100
15/1/2016 16:45,548,1,100
15/1/2016 17:0,292,1,100
15/1/2016 17:15,384,1,100
15/1/2016 17:30,532,1,100
15/1/2016 17:45,496,1,100
15/1/2016 18:0,444,1,100
15/1/2016 18:15,560,1,100
15/1/2016 18:30,448,1,100
15/1/2016 18:45,384,1,100
15/1/2016 19:0,488,1,100
15/1/2016 19:15,292,1,100
15/1/2016 19:30,432,1,100
15/1/2016 19:45,312,1,100
15/1/2016 20:0,396,1,100
15/1/2016 20:15,384,1,100
15/1/2016 20:30,444,1,100
15/1/2016 20:45,352,1,100
15/1/2016 21:0,484,1,100
15/1/2016 21:15,440,1,100
15/1/2016 21:30,440,1,100
15/1/2016 21:45,472,1,100
15/1/2016 22:0,440,1,100
15/1/2016 22:15,512,1,100
15/1/2016 22:30,384,1,100
15/1/2016 22:45,296,1,100
15/1/2016 23:0,260,1,100
15/1/2016 23:15,188,1,100
15/1/2016 23:30,204,1,100
15/1/2016 23:45,200,1,100
16/1/2016 0:0,200,1,100
16/1/2016 0:15,156,1,100
16/1/2016 0:30,116,1,100
16/1/2016 0:45,212,1,100
16/1/2016 1:0,176,1,100
16/1/2016 1:15,180,1,100
16/1/2016 1:30,88,1,100
16/1/2016 1:45,92,1,100
16/1/2016 2:0,80,1,100
16/1/2016 2:15,100,1,100
16/1/2016 2:30,88,1,100
16/1/2016 2:45,60,1,100
16/1/2016 3:0,48,1,100
16/1/2016 3:15,32,1,100
16/1/2016 3:30,16,1,100
16/1/2016 3:45,20,1,100
16/1/2016 4:0,24,1,100
16/1/2016 4:15,56,1,100
16/1/2016 4:30,12,1,100
16/1/2016 4:45,36,1,100
16/1/2016 5:0,64,1,100
16/1/2016 5:15,64,1,100
16/1/2016 5:30,36,1,100
16/1/2016 5:45,72,1,100
16/1/2016 6:0,96,1,100
16/1/2016 6:15,80,1,100
16/1/2016 6:30,48,1,100
16/1/2016 6:45,52,1,100
16/1/2016 7:0,104,1,100
16/1/2016 7:15,120,1,100
16/1/2016 7:30,164,1,100
16/1/2016 7:45,232,1,100
16/1/2016 8:0,180,1,100
16/1/2016 8:15,192,1,100
16/1/2016 8:30,160,1,100
16/1/2016 8:45,208,1,100
16/1/2016 9:0,252,1,100
16/1/2016 9:15,0,1,100
16/1/2016 9:30,0,1,100
16/1/2016 9:45,0,1,100
16/1/2016 10:0,0,1,100
16/1/2016 10:15,0,1,100
16/1/2016 10:30,0,1,100
16/1/2016 10:45,0,1,100
16/1/2016 11:0,0,1,100
16/1/2016 11:15,0,1,100
16/1/2016 11:30,0,1,100
16/1/2016 11:45,0,1,100
16/1/2016 12:0,0,1,100
16/1/2016 12:15,0,1,100
16/1/2016 12:30,0,1,100
16/1/2016 12:45,0,1,100
16/1/2016 13:0,0,1,100
16/1/2016 13:15,0,1,100
16/1/2016 13:30,0,1,100
16/1/2016 13:45,0,1,100
16/1/2016 14:0,0,1,100
16/1/2016 14:15,0,1,100
16/1/2016 14:30,0,1,100
16/1/2016 14:45,0,1,100
16/1/2016 15:0,0,1,100
16/1/2016 15:15,0,1,100
16/1/2016 15:30,0,1,100
16/1/2016 15:45,0,1,100
16/1/2016 16:0,0,1,100
16/1/2016 16:15,0,1,100
16/1/2016 16:30,0,1,100
16/1/2016 16:45,0,1,100
16/1/2016 17:0,0,1,100
16/1/2016 17:15,0,1,100
16/1/2016 17:30,0,1,100
16/1/2016 17:45,0,1,100
16/1/2016 18:0,0,1,100
16/1/2016 18:15,0,1,100
16/1/2016 18:30,0,1,100
16/1/2016 18:45,0,1,100
16/1/2016 19:0,0,1,100
16/1/2016 19:15,0,1,100
16/1/2016 19:30,0,1,100
16/1/2016 19:45,0,1,100
16/1/2016 20:0,0,1,100
16/1/2016 20:15,0,1,100
16/1/2016 20:30,700,1,100
16/1/2016 20:45,500,1,100
16/1/2016 21:0,484,1,100
16/1/2016 21:15,488,1,100
16/1/2016 21:30,584,1,100
16/1/2016 21:45,536,1,100
16/1/2016 22:0,524,1,100
16/1/2016 22:15,408,1,100
16/1/2016 22:30,544,1,100
16/1/2016 22:45,316,1,100
16/1/2016 23:0,256,1,100
16/1/2016 23:15,200,1,100
16/1/2016 23:30,200,1,100
16/1/2016 23:45,188,1,100
17/1/2016 0:0,204,1,100
17/1/2016 0:15,228,1,100
17/1/2016 0:30,0,1,100
17/1/2016 0:45,0,1,100
17/1/2016 1:0,0,1,100
17/1/2016 1:15,0,1,100
17/1/2016 1:30,0,1,100
17/1/2016 1:45,0,1,100
17/1/2016 2:0,0,1,100
17/1/2016 2:15,0,1,100
17/1/2016 2:30,0,1,100
17/1/2016 2:45,0,1,100
17/1/2016 3:0,0,1,100
17/1/2016 3:15,0,1,100
17/1/2016 3:30,0,1,100
17/1/2016 3:45,0,1,100
17/1/2016 4:0,0,1,100
17/1/2016 4:15,0,1,100
17/1/2016 4:30,0,1,100
17/1/2016 4:45,0,1,100
17/1/2016 5:0,0,1,100
17/1/2016 5:15,0,1,100
17/1/2016 5:30,0,1,100
17/1/2016 5:45,0,1,100
17/1/2016 6:0,0,1,100
17/1/2016 6:15,0,1,100
17/1/2016 6:30,0,1,100
17/1/2016 6:45,0,1,100
17/1/2016 7:0,0,1,100
17/1/2016 7:15,0,1,100
17/1/2016 7:30,0,1,100
17/1/2016 7:45,0,1,100
17/1/2016 8:0,0,1,100
17/1/2016 8:15,0,1,100
17/1/2016 8:30,0,1,100
17/1/2016 8:45,72,1,100
17/1/2016 9:0,144,1,100
17/1/2016 9:15,92,1,100
17/1/2016 9:30,140,1,100
17/1/2016 9:45,192,1,100
17/1/2016 10:0,188,1,100
17/1/2016 10:15,256,1,100
17/1/2016 10:30,204,1,100
17/1/2016 10:45,180,1,100
17/1/2016 11:0,312,1,100
17/1/2016 11:15,268,1,100
17/1/2016 11:30,324,1,100
17/1/2016 11:45,320,1,100
17/1/2016 12:0,332,1,100
17/1/2016 12:15,348,1,100
17/1/2016 12:30,328,1,100
17/1/2016 12:45,484,1,100
17/1/2016 13:0,400,1,100
17/1/2016 13:15,352,1,100
17/1/2016 13:30,404,1,100
17/1/2016 13:45,404,1,100
17/1/2016 14:0,408,1,100
17/1/2016 14:15,356,1,100
17/1/2016 14:30,380,1,100
17/1/2016 14:45,360,1,100
17/1/2016 15:0,348,1,100
17/1/2016 15:15,252,1,100
17/1/2016 15:30,256,1,100
17/1/2016 15:45,172,1,100
17/1/2016 16:0,200,1,100
17/1/2016 16:15,272,1,100
17/1/2016 16:30,292,1,100
17/1/2016 16:45,248,1,100
17/1/2016 17:0,228,1,100
17/1/2016 17:15,320,1,100
17/1/2016 17:30,304,1,100
17/1/2016 17:45,196,1,100
17/1/2016 18:0,248,1,100
17/1/2016 18:15,336,1,100
17/1/2016 18:30,392,1,100
17/1/2016 18:45,324,1,100
17/1/2016 19:0,424,1,100
17/1/2016 19:15,328,1,100
17/1/2016 19:30,364,1,100
17/1/2016 19:45,416,1,100
17/1/2016 20:0,436,1,100
17/1/2016 20:15,412,1,100
17/1/2016 20:30,472,1,100
17/1/2016 20:45,348,1,100
17/1/2016 21:0,324,1,100
17/1/2016 21:15,272,1,100
17/1/2016 21:30,280,1,100
17/1/2016 21:45,336,1,100
17/1/2016 22:0,280,1,100
17/1/2016 22:15,208,1,100
17/1/2016 22:30,316,1,100
17/1/2016 22:45,244,1,100
17/1/2016 23:0,148,1,100
17/1/2016 23:15,160,1,100
17/1/2016 23:30,92,1,100
17/1/2016 23:45,92,1,100
18/1/2016 0:0,84,1,100
18/1/2016 0:15,96,1,100
18/1/2016 0:30,40,1,100
18/1/2016 0:45,72,1,100
18/1/2016 1:0,32,1,100
18/1/2016 1:15,20,1,100
18/1/2016 1:30,20,1,100
